"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","18","0.0-0.0","23pouj5jmts9bba","lowA","combined","","","","","",""
"instructions","1","5573","0.0-1.0","23pouj5jmts9bba","lowA","combined","[{""page_index"":0,""viewing_time"":2213.580000010552},{""page_index"":1,""viewing_time"":2262.575000000652},{""page_index"":2,""viewing_time"":659.4599999953061},{""page_index"":3,""viewing_time"":418.38499999721535}]","5554.434999998193","","","",""
"external-html","2","9321","0.0-2.0","23pouj5jmts9bba","lowA","combined","","3740.909999993164","js/consent.html","","",""
"survey-html-form","3","11285","0.0-3.0","23pouj5jmts9bba","lowA","combined","","1961.829999985639","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","14620","0.0-4.0","23pouj5jmts9bba","lowA","combined","","3334.339999972144","","{""sona"":""Georgia""}","",""
"survey-html-form","5","20449","0.0-5.0","23pouj5jmts9bba","lowA","combined","","5828.095000004396","","{""sex"":""female"",""age"":""18"",""other"":"""",""business_exp"":""0"",""business_edu"":""2""}","",""
"instructions","6","23232","0.0-6.0","23pouj5jmts9bba","lowA","combined","[{""page_index"":0,""viewing_time"":818.6750000168104},{""page_index"":1,""viewing_time"":933.38999999105},{""page_index"":2,""viewing_time"":1030.159999994794}]","2782.5250000169035","","","",""
"survey-html-form3","7","29200","0.0-7.0","23pouj5jmts9bba","lowA","combined","","NaN","","{""allocation_q_projectA"":""40"",""allocation_q_projectB"":""60""}","",""
"survey-html-form","8","145785","0.0-8.0","23pouj5jmts9bba","lowA","combined","","116591.74499998335","","{""follow_up_q_similarity_rating"":""2"",""follow_up_q_similarity_justify"":""The two projects have vastly different focusses."",""follow_up_q_relevance_specific_rating"":""2"",""follow_up_q_relevance_specific_justify"":""The purpose of Refinera has little to do with the intent of an oil well project."",""follow_up_q_relevance_general_rating"":""1"",""follow_up_q_relevance_general_justify"":""The management and organisation of an oil well project has little in common with that of a microchip project apart from basic ingredients such as leadership / time management etc.""}","",""
"instructions","9","150107","0.0-9.0","23pouj5jmts9bba","lowA","combined","[{""page_index"":0,""viewing_time"":2902.0849999797065},{""page_index"":1,""viewing_time"":1419.4550000247546}]","4321.859999996377","","","",""
"html-button-response","10","153404","0.0-10.0","23pouj5jmts9bba","lowA","combined","","3295.9499999997206","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
