"trial_type","trial_index","time_elapsed","internal_node_id","subject","align_condition","anecdote_condition","view_history","rt","url","responses","stimulus","button_pressed"
"pavlovia","0","72","0.0-0.0","213fjeuegkh5az5","highA","enhanced","","","","","",""
"instructions","1","211666","0.0-1.0","213fjeuegkh5az5","highA","enhanced","[{""page_index"":0,""viewing_time"":88600.83499993198},{""page_index"":1,""viewing_time"":36725.59500008356},{""page_index"":2,""viewing_time"":2100.2599999774247},{""page_index"":1,""viewing_time"":853.484999970533},{""page_index"":0,""viewing_time"":1355.8450000127777},{""page_index"":1,""viewing_time"":7582.964999950491},{""page_index"":2,""viewing_time"":50373.02500009537},{""page_index"":3,""viewing_time"":23998.479999951087}]","211592.17499999795","","","",""
"external-html","2","249547","0.0-2.0","213fjeuegkh5az5","highA","enhanced","","36301.98500002734","js/consent.html","","",""
"survey-html-form","3","254911","0.0-3.0","213fjeuegkh5az5","highA","enhanced","","5360.409999964759","","{""contact"":""no"",""address"":""""}","",""
"survey-html-form","4","282490","0.0-4.0","213fjeuegkh5az5","highA","enhanced","","27577.23499997519","","{""sona"":""Nikki""}","",""
"survey-html-form","5","309127","0.0-5.0","213fjeuegkh5az5","highA","enhanced","","26634.665000019595","","{""sex"":""female"",""age"":""19"",""other"":"""",""business_exp"":""0"",""business_edu"":""0""}","",""
"instructions","6","830893","0.0-6.0","213fjeuegkh5az5","highA","enhanced","[{""page_index"":0,""viewing_time"":26522.9700000491},{""page_index"":1,""viewing_time"":3662.2049999423325},{""page_index"":2,""viewing_time"":491578.0749999685}]","521765.0849999627","","","",""
"survey-html-form3","7","2355477","0.0-7.0","213fjeuegkh5az5","highA","enhanced","","NaN","","{""allocation_q_projectA"":""65"",""allocation_q_projectB"":""35""}","",""
"survey-html-form","8","2573013","0.0-8.0","213fjeuegkh5az5","highA","enhanced","","217529.5150000602","","{""follow_up_q_similarity_rating"":""6"",""follow_up_q_similarity_justify"":""They are both related to fuel/oil"",""follow_up_q_relevance_specific_rating"":""6"",""follow_up_q_relevance_specific_justify"":""They are both related to the fuel/oil industry since they are similar"",""follow_up_q_relevance_general_rating"":""6"",""follow_up_q_relevance_general_justify"":""I think the Refinera project is very relevant because it is related to the fuel/oil industry""}","",""
"instructions","9","2636543","0.0-9.0","213fjeuegkh5az5","highA","enhanced","[{""page_index"":0,""viewing_time"":60728.68499998003},{""page_index"":1,""viewing_time"":2797.1400000387803}]","63527.43499993812","","","",""
"html-button-response","10","2637787","0.0-10.0","213fjeuegkh5az5","highA","enhanced","","1241.0849999869242","","","<p>Press below to complete the experiment. <br >Thank you!</p>","0"
